Test Name, Success%, Total, Success 
BBANDS0.06/,0.4746,59,28
BBANDS0.05/,0.4146,41,17
BBANDS0.07/,0.481,79,38
RSI60/ADX20/,0.3182,22,7
RSI60/ADX25/,0.3529,34,12
RSI60/ADX30/,0.3696,46,17
RSI60/ADX35/,0.3889,54,21
RSI60/ADX40/,0.3793,58,22
RSI60/ADX45/,0.3667,60,22
RSI60/ADX50/,0.375,64,24
ADX20/,0.375,40,15
ADX25/,0.403,67,27
ADX30/,0.4211,95,40
ADX35/,0.4146,123,51
ADX40/,0.4371,151,66
ADX45/,0.4356,163,71
ADX50/,0.4463,177,79
RSI60/,0.3776,98,37
RSI45/MOM0/MACD0/BOP0.03/ADX35/,0.25,4,1
RSI45/MOM0/MACD0/BOP0.03/ADX40/,0.25,4,1
RSI45/MOM0/MACD0/BOP0.03/ADX45/,0.25,4,1
RSI45/MOM0/MACD0/BOP0.03/ADX50/,0.25,4,1
RSI45/MOM0/MACD0/BOP0.01/,0.2,5,1
RSI45/MOM0/MACD0/BOP-0.01/,0.2,5,1
RSI45/MOM0/MACD0/BOP-0.03/,0.2,5,1
RSI45/MOM0/MACD0/BOP-0.05/,0.2,5,1
RSI45/MOM0/MACD-1/,0.5,2,1
RSI50/,0.4595,37,17
RSI55/,0.4528,53,24
MOM0/MACD0/BOP0.03/ADX35/,0.5,10,5
MOM0/MACD0/BOP0.03/ADX40/,0.5714,14,8
MOM0/MACD0/BOP0.03/ADX45/,0.5714,14,8
MOM0/MACD0/BOP0.03/ADX50/,0.5714,14,8
MOM0/MACD0/BOP0.01/,0.4783,23,11
MOM0/MACD0/BOP-0.01/,0.5,22,11
MOM0/MACD0/BOP-0.03/,0.5,22,11
MOM0/MACD0/BOP-0.05/,0.5238,21,11
MOM0/MACD-1/,0.6667,3,2
RSI45/MACD0/BOP0.03/ADX35/,0.1667,6,1
RSI45/MACD0/BOP0.03/ADX40/,0.1429,7,1
RSI45/MACD0/BOP0.03/ADX45/,0.1429,7,1
RSI45/MACD0/BOP0.03/ADX50/,0.1429,7,1
RSI45/MACD0/BOP0.01/,0.1111,9,1
RSI45/MACD0/BOP-0.01/,0.1111,9,1
RSI45/MACD0/BOP-0.03/,0.125,8,1
RSI45/MACD0/BOP-0.05/,0.125,8,1
RSI45/MACD-1/,0.3333,3,1
MACD0/BOP0.03/ADX35/,0.3333,15,5
MACD0/BOP0.03/ADX40/,0.381,21,8
MACD0/BOP0.03/ADX45/,0.381,21,8
MACD0/BOP0.03/ADX50/,0.381,21,8
MACD0/BOP0.01/,0.325,40,13
MACD0/BOP-0.01/,0.3333,39,13
MACD0/BOP-0.03/,0.3611,36,13
MACD0/BOP-0.05/,0.3824,34,13
MACD-1/,0.5,4,2
RSI45/MOM0/BOP0.03/ADX35/,0.25,4,1
RSI45/MOM0/BOP0.03/ADX40/,0.25,4,1
RSI45/MOM0/BOP0.03/ADX45/,0.25,4,1
RSI45/MOM0/BOP0.03/ADX50/,0.25,4,1
RSI45/MOM0/BOP0.01/,0.2,5,1
RSI45/MOM0/BOP-0.01/,0.2,5,1
RSI45/MOM0/BOP-0.03/,0.2,5,1
RSI45/MOM0/BOP-0.05/,0.2,5,1
MOM0/BOP0.03/ADX35/,0.5,12,6
MOM0/BOP0.03/ADX40/,0.6111,18,11
MOM0/BOP0.03/ADX45/,0.6,20,12
MOM0/BOP0.03/ADX50/,0.619,21,13
MOM0/BOP0.01/,0.55,40,22
MOM0/BOP-0.01/,0.5526,38,21
MOM0/BOP-0.03/,0.5405,37,20
MOM0/BOP-0.05/,0.5429,35,19
RSI45/BOP0.03/ADX35/,0.1667,6,1
RSI45/BOP0.03/ADX40/,0.1429,7,1
RSI45/BOP0.03/ADX45/,0.1429,7,1
RSI45/BOP0.03/ADX50/,0.1429,7,1
RSI45/BOP0.01/,0.1111,9,1
RSI45/BOP-0.01/,0.1111,9,1
RSI45/BOP-0.03/,0.125,8,1
RSI45/BOP-0.05/,0.125,8,1
BOP0.03/ADX35/,0.32,25,8
BOP0.03/ADX40/,0.3939,33,13
BOP0.03/ADX45/,0.4,35,14
BOP0.03/ADX50/,0.3947,38,15
BOP0.01/,0.3974,78,31
BOP-0.01/,0.4,75,30
BOP-0.03/,0.4058,69,28
BOP-0.05/,0.4154,65,27
RSI45/MOM0/MACD-1/ADX35/,0.5,2,1
RSI45/MOM0/MACD-1/ADX40/,0.5,2,1
RSI45/MOM0/MACD-1/ADX45/,0.5,2,1
RSI45/MOM0/MACD-1/ADX50/,0.5,2,1
MOM0/MACD-1/ADX35/,0.5,2,1
MOM0/MACD-1/ADX40/,0.6667,3,2
MOM0/MACD-1/ADX45/,0.6667,3,2
MOM0/MACD-1/ADX50/,0.6667,3,2
RSI45/MACD-1/ADX35/,0.5,2,1
RSI45/MACD-1/ADX40/,0.3333,3,1
RSI45/MACD-1/ADX45/,0.3333,3,1
RSI45/MACD-1/ADX50/,0.3333,3,1
MACD-1/ADX35/,0.5,2,1
