Test Name, Success%, Total, Success 
MOM0/BBANDS0.07/ADX35/,0.5556,18,10
MOM0/BBANDS0.07/ADX40/,0.5714,21,12
MOM0/BBANDS0.07/ADX45/,0.5714,21,12
MOM0/BBANDS0.07/ADX50/,0.5455,22,12
MOM0/BBANDS0.06/,0.5263,19,10
MOM0/BBANDS0.05/,0.4615,13,6
BBANDS0.07/ADX35/,0.5556,36,20
BBANDS0.07/ADX40/,0.5952,42,25
BBANDS0.07/ADX45/,0.5435,46,25
BBANDS0.07/ADX50/,0.5385,52,28
BBANDS0.06/,0.5217,46,24
BBANDS0.05/,0.4516,31,14
MOM0/ADX35/,0.7143,42,30
MOM0/ADX40/,0.7234,47,34
MOM0/ADX45/,0.7292,48,35
MOM0/ADX50/,0.7,50,35
ADX35/,0.6518,112,73
ADX40/,0.6772,127,86
ADX45/,0.6617,133,88
ADX50/,0.6438,146,94
MOM0/BBANDS0.07/,0.5417,24,13
BBANDS0.07/,0.5593,59,33
MOM0/,0.6545,55,36
ADX20/,0.6667,33,22
ADX25/,0.5735,68,39
ADX30/,0.6,95,57
RSI60/BOP0.03/ADX30/,0.7333,15,11
RSI60/BOP0.03/ADX35/,0.7333,15,11
RSI60/BOP0.03/ADX40/,0.7333,15,11
RSI60/BOP0.03/ADX45/,0.7333,15,11
RSI60/BOP0.03/ADX50/,0.7333,15,11
RSI60/BOP0.01/,0.6364,22,14
RSI60/BOP-0.01/,0.6667,21,14
RSI60/BOP-0.03/,0.6667,21,14
RSI60/BOP-0.05/,0.6842,19,13
BOP0.03/ADX30/,0.8182,44,36
BOP0.03/ADX35/,0.84,50,42
BOP0.03/ADX40/,0.8364,55,46
BOP0.03/ADX45/,0.8393,56,47
BOP0.03/ADX50/,0.8276,58,48
BOP0.01/,0.72,100,72
BOP-0.01/,0.7245,98,71
BOP-0.03/,0.7216,97,70
BOP-0.05/,0.7204,93,67
RSI60/BOP0.05/ADX30/,0.65,20,13
RSI60/BOP0.05/ADX35/,0.65,20,13
RSI60/BOP0.05/ADX40/,0.6667,21,14
RSI60/BOP0.05/ADX45/,0.6667,21,14
RSI60/BOP0.05/ADX50/,0.6364,22,14
RSI60/BOP0.03/,0.6364,22,14
BOP0.05/ADX30/,0.7273,66,48
BOP0.05/ADX35/,0.7467,75,56
BOP0.05/ADX40/,0.7529,85,64
BOP0.05/ADX45/,0.7558,86,65
BOP0.05/ADX50/,0.7391,92,68
BOP0.03/,0.7228,101,73
RSI60/ADX30/,0.5128,39,20
RSI60/ADX35/,0.5581,43,24
RSI60/ADX40/,0.5778,45,26
RSI60/ADX45/,0.5778,45,26
RSI60/ADX50/,0.5652,46,26
RSI60/BOP0.05/,0.6364,22,14
BOP0.05/,0.7212,104,75
RSI60/,0.6702,94,63
RSI50/MACD0/BOP0.03/ADX25/,0.75,8,6
RSI50/MACD0/BOP0.03/ADX30/,0.8182,11,9
RSI50/MACD0/BOP0.03/ADX35/,0.8333,12,10
RSI50/MACD0/BOP0.03/ADX40/,0.8333,12,10
RSI50/MACD0/BOP0.03/ADX45/,0.8333,12,10
RSI50/MACD0/BOP0.03/ADX50/,0.8333,12,10
RSI50/MACD0/BOP0.01/,0.7368,19,14
RSI50/MACD0/BOP-0.01/,0.7368,19,14
RSI50/MACD0/BOP-0.03/,0.7368,19,14
RSI50/MACD0/BOP-0.05/,0.7222,18,13
RSI55/,0.7183,71,51
RSI45/MACD0/BOP0.03/ADX25/,0.9,10,9
RSI45/MACD0/BOP0.03/ADX30/,0.9,10,9
RSI45/MACD0/BOP0.03/ADX35/,0.9091,11,10
RSI45/MACD0/BOP0.03/ADX40/,0.9091,11,10
RSI45/MACD0/BOP0.03/ADX45/,0.9091,11,10
RSI45/MACD0/BOP0.03/ADX50/,0.8333,12,10
RSI45/MACD0/BOP0.01/,0.7368,19,14
RSI45/MACD0/BOP-0.01/,0.7368,19,14
RSI45/MACD0/BOP-0.03/,0.7368,19,14
RSI45/MACD0/BOP-0.05/,0.7368,19,14
RSI50/,0.7917,48,38
MACD0/BOP0.03/ADX25/,0.8571,28,24
MACD0/BOP0.03/ADX30/,0.8529,34,29
MACD0/BOP0.03/ADX35/,0.8718,39,34
MACD0/BOP0.03/ADX40/,0.8571,42,36
MACD0/BOP0.03/ADX45/,0.8605,43,37
MACD0/BOP0.03/ADX50/,0.8409,44,37
MACD0/BOP0.01/,0.7714,70,54
MACD0/BOP-0.01/,0.7714,70,54
MACD0/BOP-0.03/,0.7714,70,54
MACD0/BOP-0.05/,0.7681,69,53
RSI50/BOP0.03/ADX25/,0.75,8,6
RSI50/BOP0.03/ADX30/,0.8182,11,9
RSI50/BOP0.03/ADX35/,0.8333,12,10
RSI50/BOP0.03/ADX40/,0.8333,12,10
RSI50/BOP0.03/ADX45/,0.8333,12,10
RSI50/BOP0.03/ADX50/,0.8333,12,10
RSI50/BOP0.01/,0.7368,19,14
RSI50/BOP-0.01/,0.7368,19,14
RSI50/BOP-0.03/,0.7368,19,14
RSI50/BOP-0.05/,0.7222,18,13
RSI45/BOP0.03/ADX25/,0.9,10,9
RSI45/BOP0.03/ADX30/,0.9,10,9
RSI45/BOP0.03/ADX35/,0.9091,11,10
RSI45/BOP0.03/ADX40/,0.9091,11,10
RSI45/BOP0.03/ADX45/,0.9091,11,10
RSI45/BOP0.03/ADX50/,0.8333,12,10
RSI45/BOP0.01/,0.7368,19,14
RSI45/BOP-0.01/,0.7368,19,14
RSI45/BOP-0.03/,0.7368,19,14
RSI45/BOP-0.05/,0.7368,19,14
BOP0.03/ADX25/,0.8056,36,29
RSI55/ADX25/,0.64,25,16
RSI55/ADX30/,0.6667,33,22
RSI55/ADX35/,0.7027,37,26
RSI55/ADX40/,0.7,40,28
RSI55/ADX45/,0.7,40,28
RSI55/ADX50/,0.7,40,28
RSI50/ADX25/,0.8824,17,15
RSI50/ADX30/,0.8571,21,18
RSI50/ADX35/,0.875,24,21
RSI50/ADX40/,0.88,25,22
RSI50/ADX45/,0.88,25,22
RSI50/ADX50/,0.8462,26,22
RSI50/MACD0/BOP0.05/ADX25/,0.8182,11,9
RSI50/MACD0/BOP0.05/ADX30/,0.8,15,12
RSI50/MACD0/BOP0.05/ADX35/,0.8125,16,13
RSI50/MACD0/BOP0.05/ADX40/,0.8125,16,13
RSI50/MACD0/BOP0.05/ADX45/,0.8125,16,13
RSI50/MACD0/BOP0.05/ADX50/,0.8125,16,13
RSI50/MACD0/BOP0.03/,0.7368,19,14
RSI45/MACD0/BOP0.05/ADX25/,0.8333,12,10
RSI45/MACD0/BOP0.05/ADX30/,0.75,16,12
RSI45/MACD0/BOP0.05/ADX35/,0.7647,17,13
RSI45/MACD0/BOP0.05/ADX40/,0.7778,18,14
RSI45/MACD0/BOP0.05/ADX45/,0.7778,18,14
RSI45/MACD0/BOP0.05/ADX50/,0.7368,19,14
RSI45/MACD0/BOP0.03/,0.7368,19,14
MACD0/BOP0.05/ADX25/,0.8529,34,29
MACD0/BOP0.05/ADX30/,0.8125,48,39
MACD0/BOP0.05/ADX35/,0.8333,54,45
MACD0/BOP0.05/ADX40/,0.8197,61,50
MACD0/BOP0.05/ADX45/,0.8226,62,51
MACD0/BOP0.05/ADX50/,0.8,65,52
MACD0/BOP0.03/,0.7714,70,54
