Test Name, Success%, Total, Success 
RSI35/MOM0/MACD0/BOP0.03/ADX25/,0,2,0
RSI35/MOM0/MACD0/BOP0.03/ADX30/,0,2,0
RSI35/MOM0/MACD0/BOP0.03/ADX35/,0,2,0
RSI35/MOM0/MACD0/BOP0.03/ADX40/,0,2,0
RSI35/MOM0/MACD0/BOP0.03/ADX45/,0,2,0
RSI35/MOM0/MACD0/BOP0.03/ADX50/,0,2,0
RSI35/MOM0/MACD0/BOP0.01/,0.3333,3,1
RSI35/MOM0/MACD0/BOP-0.01/,0.3333,3,1
RSI35/MOM0/MACD0/BOP-0.03/,0.3333,3,1
RSI35/MOM0/MACD0/BOP-0.05/,0.3333,3,1
RSI35/MOM0/MACD-1/,0,2,0
RSI40/,0.6538,26,17
RSI45/,0.6596,47,31
RSI50/,0.6548,84,55
RSI55/,0.6387,119,76
RSI60/,0.6216,148,92
MOM0/MACD0/BOP0.03/ADX25/,0.4118,17,7
MOM0/MACD0/BOP0.03/ADX30/,0.5,24,12
MOM0/MACD0/BOP0.03/ADX35/,0.5517,29,16
MOM0/MACD0/BOP0.03/ADX40/,0.5806,31,18
MOM0/MACD0/BOP0.03/ADX45/,0.5588,34,19
MOM0/MACD0/BOP0.03/ADX50/,0.5714,35,20
MOM0/MACD0/BOP0.01/,0.6271,59,37
MOM0/MACD0/BOP-0.01/,0.6271,59,37
MOM0/MACD0/BOP-0.03/,0.6271,59,37
MOM0/MACD0/BOP-0.05/,0.6271,59,37
MOM0/MACD-1/,0.6,10,6
RSI35/MACD0/BOP0.03/ADX25/,0,2,0
RSI35/MACD0/BOP0.03/ADX30/,0,2,0
RSI35/MACD0/BOP0.03/ADX35/,0,2,0
RSI35/MACD0/BOP0.03/ADX40/,0,2,0
RSI35/MACD0/BOP0.03/ADX45/,0,3,0
RSI35/MACD0/BOP0.03/ADX50/,0,3,0
RSI35/MACD0/BOP0.01/,0.25,4,1
RSI35/MACD0/BOP-0.01/,0.25,4,1
RSI35/MACD0/BOP-0.03/,0.25,4,1
RSI35/MACD0/BOP-0.05/,0.25,4,1
RSI35/MACD-1/,0,2,0
MACD0/BOP0.03/ADX25/,0.4545,22,10
MACD0/BOP0.03/ADX30/,0.6,35,21
MACD0/BOP0.03/ADX35/,0.6591,44,29
MACD0/BOP0.03/ADX40/,0.68,50,34
MACD0/BOP0.03/ADX45/,0.6481,54,35
MACD0/BOP0.03/ADX50/,0.6545,55,36
MACD0/BOP0.01/,0.6596,94,62
MACD0/BOP-0.01/,0.6596,94,62
MACD0/BOP-0.03/,0.6667,93,62
MACD0/BOP-0.05/,0.6667,93,62
MACD-1/,0.6667,12,8
RSI35/MOM0/BOP0.03/ADX25/,0,2,0
RSI35/MOM0/BOP0.03/ADX30/,0,2,0
RSI35/MOM0/BOP0.03/ADX35/,0,2,0
RSI35/MOM0/BOP0.03/ADX40/,0,2,0
RSI35/MOM0/BOP0.03/ADX45/,0,2,0
RSI35/MOM0/BOP0.03/ADX50/,0,2,0
RSI35/MOM0/BOP0.01/,0.3333,3,1
RSI35/MOM0/BOP-0.01/,0.3333,3,1
RSI35/MOM0/BOP-0.03/,0.3333,3,1
RSI35/MOM0/BOP-0.05/,0.3333,3,1
MOM0/BOP0.03/ADX25/,0.4118,17,7
MOM0/BOP0.03/ADX30/,0.52,25,13
MOM0/BOP0.03/ADX35/,0.5758,33,19
MOM0/BOP0.03/ADX40/,0.6111,36,22
MOM0/BOP0.03/ADX45/,0.575,40,23
MOM0/BOP0.03/ADX50/,0.5854,41,24
MOM0/BOP0.01/,0.6027,73,44
