Test Name, Success%, Total, Success 
MOM0/ADX40/,0.54,50,27
MOM0/ADX45/,0.5862,58,34
MOM0/ADX50/,0.5873,63,37
ADX40/,0.6211,190,118
ADX45/,0.6406,217,139
ADX50/,0.6391,230,147
MOM0/,0.6029,68,41
RSI60/ADX25/,0.3947,38,15
RSI60/ADX30/,0.434,53,23
RSI60/ADX35/,0.4333,60,26
RSI60/ADX40/,0.4545,66,30
RSI60/ADX45/,0.4627,67,31
RSI60/ADX50/,0.4714,70,33
RSI60/MACD0/ADX25/,0.6,5,3
RSI60/MACD0/ADX30/,0.6,5,3
RSI60/MACD0/ADX35/,0.6,5,3
RSI60/MACD0/ADX40/,0.6667,6,4
RSI60/MACD0/ADX45/,0.6667,6,4
RSI60/MACD0/ADX50/,0.7143,7,5
RSI55/MACD0/ADX25/,0.2857,7,2
RSI55/MACD0/ADX30/,0.2727,11,3
RSI55/MACD0/ADX35/,0.3571,14,5
RSI55/MACD0/ADX40/,0.3571,14,5
RSI55/MACD0/ADX45/,0.3571,14,5
RSI55/MACD0/ADX50/,0.3571,14,5
RSI60/,0.4808,104,50
MACD0/ADX25/,0.3478,23,8
MACD0/ADX30/,0.4,35,14
MACD0/ADX35/,0.4146,41,17
MACD0/ADX40/,0.4318,44,19
MACD0/ADX45/,0.4681,47,22
MACD0/ADX50/,0.4898,49,24
RSI55/ADX25/,0.3214,28,9
RSI55/ADX30/,0.3902,41,16
RSI55/ADX35/,0.4082,49,20
RSI55/ADX40/,0.4118,51,21
RSI55/ADX45/,0.434,53,23
RSI55/ADX50/,0.4444,54,24
ADX25/,0.4886,88,43
ADX30/,0.5455,132,72
ADX35/,0.5732,157,90
RSI60/MACD0/,0.625,8,5
RSI55/MACD0/,0.3333,15,5
MACD0/,0.4615,52,24
RSI55/,0.4557,79,36
MOM0/BOP0.05/BBANDS0.07/ADX45/,0.75,20,15
MOM0/BOP0.05/BBANDS0.07/ADX50/,0.7619,21,16
MOM0/BOP0.03/,0.5833,48,28
MOM0/BOP0.01/,0.5833,48,28
MOM0/BOP-0.01/,0.5745,47,27
MOM0/BOP-0.03/,0.587,46,27
MOM0/BOP-0.05/,0.587,46,27
BOP0.05/BBANDS0.07/ADX45/,0.7308,26,19
BOP0.05/BBANDS0.07/ADX50/,0.7143,28,20
BOP0.03/,0.5672,67,38
BOP0.01/,0.5606,66,37
BOP-0.01/,0.5538,65,36
BOP-0.03/,0.5738,61,35
BOP-0.05/,0.5667,60,34
MOM0/BBANDS0.07/ADX45/,0.6897,29,20
MOM0/BBANDS0.07/ADX50/,0.7097,31,22
BBANDS0.07/ADX45/,0.6481,54,35
BBANDS0.07/ADX50/,0.6441,59,38
MOM0/BOP0.05/ADX45/,0.5952,42,25
MOM0/BOP0.05/ADX50/,0.587,46,27
BOP0.05/ADX45/,0.5862,58,34
BOP0.05/ADX50/,0.5781,64,37
MOM0/BOP0.05/BBANDS0.07/,0.7727,22,17
BOP0.05/BBANDS0.07/,0.7,30,21
MOM0/BBANDS0.07/,0.7353,34,25
BBANDS0.07/,0.6515,66,43
MOM0/BOP0.05/,0.5918,49,29
BOP0.05/,0.5714,70,40
BBANDS0.07/ADX30/,0.5455,33,18
BBANDS0.07/ADX35/,0.5897,39,23
BBANDS0.07/ADX40/,0.625,48,30
BBANDS0.06/,0.7143,49,35
RSI60/BBANDS0.07/ADX20/,0.4444,9,4
RSI60/BBANDS0.07/ADX25/,0.2857,14,4
RSI60/BBANDS0.07/ADX30/,0.2941,17,5
RSI60/BBANDS0.07/ADX35/,0.3333,18,6
RSI60/BBANDS0.07/ADX40/,0.35,20,7
RSI60/BBANDS0.07/ADX45/,0.35,20,7
RSI60/BBANDS0.07/ADX50/,0.381,21,8
RSI60/BBANDS0.06/,0.4375,16,7
RSI55/MOM0/BBANDS0.07/ADX20/,0,1,0
RSI55/MOM0/BBANDS0.07/ADX25/,0,2,0
RSI55/MOM0/BBANDS0.07/ADX30/,0,2,0
RSI55/MOM0/BBANDS0.07/ADX35/,0.5,4,2
RSI55/MOM0/BBANDS0.07/ADX40/,0.5,4,2
RSI55/MOM0/BBANDS0.07/ADX45/,0.5,4,2
RSI55/MOM0/BBANDS0.07/ADX50/,0.5,4,2
RSI55/MOM0/BBANDS0.06/,0,2,0
MOM0/BBANDS0.07/ADX20/,0.3333,6,2
MOM0/BBANDS0.07/ADX25/,0.4,10,4
MOM0/BBANDS0.07/ADX30/,0.5,14,7
MOM0/BBANDS0.07/ADX35/,0.5789,19,11
MOM0/BBANDS0.07/ADX40/,0.68,25,17
MOM0/BBANDS0.06/,0.75,24,18
RSI55/BBANDS0.07/ADX20/,0.5,6,3
RSI55/BBANDS0.07/ADX25/,0.3333,12,4
RSI55/BBANDS0.07/ADX30/,0.3846,13,5
RSI55/BBANDS0.07/ADX35/,0.4667,15,7
RSI55/BBANDS0.07/ADX40/,0.4667,15,7
RSI55/BBANDS0.07/ADX45/,0.4667,15,7
RSI55/BBANDS0.07/ADX50/,0.4667,15,7
RSI55/BBANDS0.06/,0.4167,12,5
BBANDS0.07/ADX20/,0.4615,13,6
BBANDS0.07/ADX25/,0.4348,23,10
RSI60/ADX20/,0.4706,17,8
RSI55/MOM0/ADX20/,0,1,0
RSI55/MOM0/ADX25/,0,2,0
RSI55/MOM0/ADX30/,0.2,5,1
RSI55/MOM0/ADX35/,0.5,8,4
RSI55/MOM0/ADX40/,0.5,8,4
RSI55/MOM0/ADX45/,0.5,8,4
RSI55/MOM0/ADX50/,0.5,8,4
MOM0/ADX20/,0.3077,13,4
MOM0/ADX25/,0.3,20,6
MOM0/ADX30/,0.3939,33,13
MOM0/ADX35/,0.4634,41,19
RSI55/ADX20/,0.3846,13,5
ADX20/,0.5,40,20
RSI60/BBANDS0.07/,0.3636,22,8
RSI55/MOM0/BBANDS0.07/,0.5,4,2
RSI55/BBANDS0.07/,0.4667,15,7
RSI55/MOM0/,0.4444,9,4
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX20/,0.3333,3,1
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX25/,0.3333,3,1
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX30/,0.3333,3,1
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX35/,0.3333,3,1
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX40/,0.3333,3,1
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX45/,0.3333,3,1
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX50/,0.3333,3,1
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.06/,0,1,0
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.05/,0,1,0
RSI45/MOM0/MACD0/BOP0.03/,0.25,8,2
RSI45/MOM0/MACD0/BOP0.01/,0.25,8,2
RSI45/MOM0/MACD0/BOP-0.01/,0.25,8,2
RSI45/MOM0/MACD0/BOP-0.03/,0.25,8,2
RSI45/MOM0/MACD0/BOP-0.05/,0.25,8,2
RSI50/,0.4667,45,21
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX20/,0.5,4,2
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX25/,0.5,4,2
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX30/,0.6,5,3
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX35/,0.6667,9,6
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX40/,0.7,10,7
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX45/,0.7,10,7
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX50/,0.7273,11,8
MOM0/MACD0/BOP0.05/BBANDS0.06/,0.5,4,2
MOM0/MACD0/BOP0.05/BBANDS0.05/,0.3333,3,1
MOM0/MACD0/BOP0.03/,0.5152,33,17
MOM0/MACD0/BOP0.01/,0.5152,33,17
MOM0/MACD0/BOP-0.01/,0.5152,33,17
MOM0/MACD0/BOP-0.03/,0.5152,33,17
MOM0/MACD0/BOP-0.05/,0.5152,33,17
RSI45/MACD0/BOP0.05/BBANDS0.07/ADX20/,0.3333,3,1
RSI45/MACD0/BOP0.05/BBANDS0.07/ADX25/,0.3333,3,1
RSI45/MACD0/BOP0.05/BBANDS0.07/ADX30/,0.3333,3,1
RSI45/MACD0/BOP0.05/BBANDS0.07/ADX35/,0.3333,3,1
RSI45/MACD0/BOP0.05/BBANDS0.07/ADX40/,0.25,4,1
RSI45/MACD0/BOP0.05/BBANDS0.07/ADX45/,0.25,4,1
RSI45/MACD0/BOP0.05/BBANDS0.07/ADX50/,0.25,4,1
RSI45/MACD0/BOP0.05/BBANDS0.06/,0,2,0
RSI45/MACD0/BOP0.05/BBANDS0.05/,0,1,0
RSI45/MACD0/BOP0.03/,0.2,10,2
RSI45/MACD0/BOP0.01/,0.2,10,2
RSI45/MACD0/BOP-0.01/,0.2,10,2
RSI45/MACD0/BOP-0.03/,0.2222,9,2
RSI45/MACD0/BOP-0.05/,0.2222,9,2
MACD0/BOP0.05/BBANDS0.07/ADX20/,0.6,5,3
MACD0/BOP0.05/BBANDS0.07/ADX25/,0.6,5,3
MACD0/BOP0.05/BBANDS0.07/ADX30/,0.6667,6,4
MACD0/BOP0.05/BBANDS0.07/ADX35/,0.7,10,7
MACD0/BOP0.05/BBANDS0.07/ADX40/,0.6667,12,8
MACD0/BOP0.05/BBANDS0.07/ADX45/,0.6667,12,8
MACD0/BOP0.05/BBANDS0.07/ADX50/,0.6923,13,9
MACD0/BOP0.05/BBANDS0.06/,0.4286,7,3
MACD0/BOP0.05/BBANDS0.05/,0.4,5,2
MACD0/BOP0.03/,0.4762,42,20
MACD0/BOP0.01/,0.4762,42,20
MACD0/BOP-0.01/,0.4762,42,20
MACD0/BOP-0.03/,0.5,40,20
MACD0/BOP-0.05/,0.4872,39,19
RSI45/MOM0/BOP0.05/BBANDS0.07/ADX20/,0.3333,3,1
RSI45/MOM0/BOP0.05/BBANDS0.07/ADX25/,0.3333,3,1
