Test Name, Success%, Total, Success 
MOM0/BBANDS0.07/ADX35/,0.7222,18,13
MOM0/BBANDS0.07/ADX40/,0.7143,21,15
MOM0/BBANDS0.07/ADX45/,0.7143,21,15
MOM0/BBANDS0.07/ADX50/,0.7273,22,16
MOM0/BBANDS0.06/,0.7368,19,14
MOM0/BBANDS0.05/,0.6923,13,9
BBANDS0.07/ADX35/,0.6667,36,24
BBANDS0.07/ADX40/,0.6905,42,29
BBANDS0.07/ADX45/,0.6304,46,29
BBANDS0.07/ADX50/,0.6346,52,33
BBANDS0.06/,0.6304,46,29
BBANDS0.05/,0.5806,31,18
MOM0/ADX35/,0.8333,42,35
MOM0/ADX40/,0.8298,47,39
MOM0/ADX45/,0.8333,48,40
MOM0/ADX50/,0.82,50,41
ADX35/,0.7143,112,80
ADX40/,0.7402,127,94
ADX45/,0.7218,133,96
ADX50/,0.7192,146,105
MOM0/BBANDS0.07/,0.7083,24,17
BBANDS0.07/,0.6441,59,38
MOM0/,0.7636,55,42
ADX20/,0.7273,33,24
ADX25/,0.6324,68,43
ADX30/,0.6632,95,63
RSI60/BOP0.03/ADX30/,0.8,15,12
RSI60/BOP0.03/ADX35/,0.8,15,12
RSI60/BOP0.03/ADX40/,0.8,15,12
RSI60/BOP0.03/ADX45/,0.8,15,12
RSI60/BOP0.03/ADX50/,0.8,15,12
RSI60/BOP0.01/,0.7273,22,16
RSI60/BOP-0.01/,0.7619,21,16
RSI60/BOP-0.03/,0.7619,21,16
RSI60/BOP-0.05/,0.7895,19,15
BOP0.03/ADX30/,0.8864,44,39
BOP0.03/ADX35/,0.9,50,45
BOP0.03/ADX40/,0.9091,55,50
BOP0.03/ADX45/,0.9107,56,51
BOP0.03/ADX50/,0.8966,58,52
BOP0.01/,0.8,100,80
BOP-0.01/,0.8061,98,79
BOP-0.03/,0.8041,97,78
BOP-0.05/,0.8065,93,75
RSI60/BOP0.05/ADX30/,0.7,20,14
RSI60/BOP0.05/ADX35/,0.7,20,14
RSI60/BOP0.05/ADX40/,0.7143,21,15
RSI60/BOP0.05/ADX45/,0.7143,21,15
RSI60/BOP0.05/ADX50/,0.7273,22,16
RSI60/BOP0.03/,0.7273,22,16
BOP0.05/ADX30/,0.803,66,53
BOP0.05/ADX35/,0.8267,75,62
BOP0.05/ADX40/,0.8353,85,71
BOP0.05/ADX45/,0.8372,86,72
BOP0.05/ADX50/,0.8261,92,76
BOP0.03/,0.802,101,81
RSI60/ADX30/,0.6154,39,24
RSI60/ADX35/,0.6512,43,28
RSI60/ADX40/,0.6667,45,30
RSI60/ADX45/,0.6667,45,30
RSI60/ADX50/,0.6739,46,31
RSI60/BOP0.05/,0.7273,22,16
BOP0.05/,0.7981,104,83
RSI60/,0.7447,94,70
RSI50/MACD0/BOP0.03/ADX25/,0.75,8,6
RSI50/MACD0/BOP0.03/ADX30/,0.8182,11,9
RSI50/MACD0/BOP0.03/ADX35/,0.8333,12,10
RSI50/MACD0/BOP0.03/ADX40/,0.8333,12,10
RSI50/MACD0/BOP0.03/ADX45/,0.8333,12,10
RSI50/MACD0/BOP0.03/ADX50/,0.8333,12,10
RSI50/MACD0/BOP0.01/,0.7368,19,14
RSI50/MACD0/BOP-0.01/,0.7368,19,14
RSI50/MACD0/BOP-0.03/,0.7368,19,14
RSI50/MACD0/BOP-0.05/,0.7222,18,13
