Test Name, Success%, Total, Success 
MOM0/ADX40/,0.22,50,11
MOM0/ADX45/,0.2586,58,15
MOM0/ADX50/,0.2698,63,17
ADX40/,0.3,190,57
ADX45/,0.3318,217,72
ADX50/,0.3391,230,78
MOM0/,0.2647,68,18
RSI60/ADX25/,0.2368,38,9
RSI60/ADX30/,0.2453,53,13
RSI60/ADX35/,0.25,60,15
RSI60/ADX40/,0.2424,66,16
RSI60/ADX45/,0.2537,67,17
RSI60/ADX50/,0.2429,70,17
RSI60/MACD0/ADX25/,0.6,5,3
RSI60/MACD0/ADX30/,0.6,5,3
RSI60/MACD0/ADX35/,0.6,5,3
RSI60/MACD0/ADX40/,0.6667,6,4
RSI60/MACD0/ADX45/,0.6667,6,4
RSI60/MACD0/ADX50/,0.5714,7,4
RSI55/MACD0/ADX25/,0.2857,7,2
RSI55/MACD0/ADX30/,0.1818,11,2
RSI55/MACD0/ADX35/,0.2143,14,3
RSI55/MACD0/ADX40/,0.2143,14,3
RSI55/MACD0/ADX45/,0.2143,14,3
RSI55/MACD0/ADX50/,0.2143,14,3
RSI60/,0.2019,104,21
MACD0/ADX25/,0.1739,23,4
MACD0/ADX30/,0.1429,35,5
MACD0/ADX35/,0.1463,41,6
MACD0/ADX40/,0.1591,44,7
MACD0/ADX45/,0.1702,47,8
MACD0/ADX50/,0.1837,49,9
RSI55/ADX25/,0.1786,28,5
RSI55/ADX30/,0.1951,41,8
RSI55/ADX35/,0.2041,49,10
RSI55/ADX40/,0.1961,51,10
RSI55/ADX45/,0.1887,53,10
RSI55/ADX50/,0.1852,54,10
ADX25/,0.2159,88,19
ADX30/,0.2197,132,29
ADX35/,0.2548,157,40
RSI60/MACD0/,0.5,8,4
RSI55/MACD0/,0.2,15,3
MACD0/,0.1731,52,9
RSI55/,0.1646,79,13
MOM0/BOP0.05/BBANDS0.07/ADX45/,0.25,20,5
MOM0/BOP0.05/BBANDS0.07/ADX50/,0.2381,21,5
MOM0/BOP0.03/,0.1875,48,9
MOM0/BOP0.01/,0.1875,48,9
MOM0/BOP-0.01/,0.1702,47,8
MOM0/BOP-0.03/,0.1739,46,8
MOM0/BOP-0.05/,0.1739,46,8
BOP0.05/BBANDS0.07/ADX45/,0.3077,26,8
BOP0.05/BBANDS0.07/ADX50/,0.2857,28,8
BOP0.03/,0.2239,67,15
BOP0.01/,0.2273,66,15
BOP-0.01/,0.2154,65,14
BOP-0.03/,0.2131,61,13
BOP-0.05/,0.2,60,12
MOM0/BBANDS0.07/ADX45/,0.2759,29,8
MOM0/BBANDS0.07/ADX50/,0.2903,31,9
BBANDS0.07/ADX45/,0.2407,54,13
BBANDS0.07/ADX50/,0.2542,59,15
MOM0/BOP0.05/ADX45/,0.2143,42,9
MOM0/BOP0.05/ADX50/,0.2174,46,10
BOP0.05/ADX45/,0.2586,58,15
BOP0.05/ADX50/,0.25,64,16
MOM0/BOP0.05/BBANDS0.07/,0.2273,22,5
BOP0.05/BBANDS0.07/,0.2667,30,8
MOM0/BBANDS0.07/,0.2941,34,10
BBANDS0.07/,0.2576,66,17
MOM0/BOP0.05/,0.2041,49,10
BOP0.05/,0.2429,70,17
BBANDS0.07/ADX30/,0.1212,33,4
BBANDS0.07/ADX35/,0.1795,39,7
BBANDS0.07/ADX40/,0.2083,48,10
BBANDS0.06/,0.2857,49,14
RSI60/BBANDS0.07/ADX20/,0.3333,9,3
RSI60/BBANDS0.07/ADX25/,0.2143,14,3
RSI60/BBANDS0.07/ADX30/,0.1765,17,3
RSI60/BBANDS0.07/ADX35/,0.2222,18,4
RSI60/BBANDS0.07/ADX40/,0.2,20,4
RSI60/BBANDS0.07/ADX45/,0.2,20,4
RSI60/BBANDS0.07/ADX50/,0.1905,21,4
RSI60/BBANDS0.06/,0.25,16,4
RSI55/MOM0/BBANDS0.07/ADX20/,0,1,0
RSI55/MOM0/BBANDS0.07/ADX25/,0,2,0
RSI55/MOM0/BBANDS0.07/ADX30/,0,2,0
RSI55/MOM0/BBANDS0.07/ADX35/,0.25,4,1
RSI55/MOM0/BBANDS0.07/ADX40/,0.25,4,1
RSI55/MOM0/BBANDS0.07/ADX45/,0.25,4,1
RSI55/MOM0/BBANDS0.07/ADX50/,0.25,4,1
RSI55/MOM0/BBANDS0.06/,0,2,0
MOM0/BBANDS0.07/ADX20/,0.1667,6,1
MOM0/BBANDS0.07/ADX25/,0.1,10,1
MOM0/BBANDS0.07/ADX30/,0.0714,14,1
MOM0/BBANDS0.07/ADX35/,0.1579,19,3
MOM0/BBANDS0.07/ADX40/,0.24,25,6
