Test Name, Success%, Total, Success 
MOM0/BOP0.03/ADX40/,0.5556,18,10
MOM0/BOP0.03/ADX45/,0.55,20,11
MOM0/BOP0.03/ADX50/,0.5714,21,12
MOM0/BOP0.01/,0.475,40,19
MOM0/BOP-0.01/,0.4737,38,18
MOM0/BOP-0.03/,0.4595,37,17
MOM0/BOP-0.05/,0.4571,35,16
RSI45/BOP0.03/ADX35/,0.1667,6,1
RSI45/BOP0.03/ADX40/,0.1429,7,1
RSI45/BOP0.03/ADX45/,0.1429,7,1
RSI45/BOP0.03/ADX50/,0.1429,7,1
RSI45/BOP0.01/,0.1111,9,1
RSI45/BOP-0.01/,0.1111,9,1
RSI45/BOP-0.03/,0.125,8,1
RSI45/BOP-0.05/,0.125,8,1
BOP0.03/ADX35/,0.28,25,7
BOP0.03/ADX40/,0.3636,33,12
BOP0.03/ADX45/,0.3714,35,13
BOP0.03/ADX50/,0.3684,38,14
BOP0.01/,0.3462,78,27
BOP-0.01/,0.3467,75,26
BOP-0.03/,0.3478,69,24
BOP-0.05/,0.3538,65,23
RSI45/MOM0/MACD-1/ADX35/,0.5,2,1
RSI45/MOM0/MACD-1/ADX40/,0.5,2,1
RSI45/MOM0/MACD-1/ADX45/,0.5,2,1
RSI45/MOM0/MACD-1/ADX50/,0.5,2,1
MOM0/MACD-1/ADX35/,0.5,2,1
MOM0/MACD-1/ADX40/,0.6667,3,2
MOM0/MACD-1/ADX45/,0.6667,3,2
MOM0/MACD-1/ADX50/,0.6667,3,2
RSI45/MACD-1/ADX35/,0.5,2,1
RSI45/MACD-1/ADX40/,0.3333,3,1
RSI45/MACD-1/ADX45/,0.3333,3,1
RSI45/MACD-1/ADX50/,0.3333,3,1
MACD-1/ADX35/,0.5,2,1
MACD-1/ADX40/,0.5,4,2
MACD-1/ADX45/,0.5,4,2
MACD-1/ADX50/,0.5,4,2
RSI50/ADX35/,0.5,20,10
RSI50/ADX40/,0.4348,23,10
RSI50/ADX45/,0.4,25,10
RSI50/ADX50/,0.4,25,10
RSI45/MOM0/MACD0/BOP0.05/ADX35/,0.2,5,1
RSI45/MOM0/MACD0/BOP0.05/ADX40/,0.2,5,1
RSI45/MOM0/MACD0/BOP0.05/ADX45/,0.2,5,1
RSI45/MOM0/MACD0/BOP0.05/ADX50/,0.2,5,1
RSI45/MOM0/MACD0/BOP0.03/,0.2,5,1
MOM0/MACD0/BOP0.05/ADX35/,0.375,16,6
MOM0/MACD0/BOP0.05/ADX40/,0.4286,21,9
MOM0/MACD0/BOP0.05/ADX45/,0.4286,21,9
MOM0/MACD0/BOP0.05/ADX50/,0.4286,21,9
MOM0/MACD0/BOP0.03/,0.3913,23,9
RSI45/MACD0/BOP0.05/ADX35/,0.125,8,1
RSI45/MACD0/BOP0.05/ADX40/,0.1111,9,1
RSI45/MACD0/BOP0.05/ADX45/,0.1111,9,1
RSI45/MACD0/BOP0.05/ADX50/,0.1111,9,1
RSI45/MACD0/BOP0.03/,0.1111,9,1
MACD0/BOP0.05/ADX35/,0.2667,30,8
MACD0/BOP0.05/ADX40/,0.3158,38,12
MACD0/BOP0.05/ADX45/,0.3077,39,12
MACD0/BOP0.05/ADX50/,0.3077,39,12
MACD0/BOP0.03/,0.2927,41,12
RSI45/MOM0/BOP0.05/ADX35/,0.2,5,1
RSI45/MOM0/BOP0.05/ADX40/,0.2,5,1
RSI45/MOM0/BOP0.05/ADX45/,0.2,5,1
RSI45/MOM0/BOP0.05/ADX50/,0.2,5,1
RSI45/MOM0/BOP0.03/,0.2,5,1
MOM0/BOP0.05/ADX35/,0.4286,21,9
MOM0/BOP0.05/ADX40/,0.4667,30,14
MOM0/BOP0.05/ADX45/,0.4848,33,16
MOM0/BOP0.05/ADX50/,0.5135,37,19
MOM0/BOP0.03/,0.475,40,19
RSI45/BOP0.05/ADX35/,0.125,8,1
RSI45/BOP0.05/ADX40/,0.1111,9,1
RSI45/BOP0.05/ADX45/,0.1111,9,1
RSI45/BOP0.05/ADX50/,0.1111,9,1
RSI45/BOP0.03/,0.1111,9,1
BOP0.05/ADX35/,0.3333,48,16
BOP0.05/ADX40/,0.3607,61,22
BOP0.05/ADX45/,0.3582,67,24
BOP0.05/ADX50/,0.3649,74,27
BOP0.03/,0.3537,82,29
RSI45/MOM0/MACD0/ADX35/,0.1667,6,1
RSI45/MOM0/MACD0/ADX40/,0.1667,6,1
RSI45/MOM0/MACD0/ADX45/,0.1667,6,1
RSI45/MOM0/MACD0/ADX50/,0.1667,6,1
MOM0/MACD0/ADX35/,0.3333,18,6
MOM0/MACD0/ADX40/,0.3913,23,9
MOM0/MACD0/ADX45/,0.3913,23,9
MOM0/MACD0/ADX50/,0.3913,23,9
RSI45/MACD0/ADX35/,0.2727,11,3
RSI45/MACD0/ADX40/,0.25,12,3
RSI45/MACD0/ADX45/,0.25,12,3
RSI45/MACD0/ADX50/,0.25,12,3
MACD0/ADX35/,0.3333,39,13
MACD0/ADX40/,0.3617,47,17
MACD0/ADX45/,0.3542,48,17
MACD0/ADX50/,0.3542,48,17
RSI45/MOM0/ADX35/,0.1667,6,1
RSI45/MOM0/ADX40/,0.1667,6,1
RSI45/MOM0/ADX45/,0.1667,6,1
RSI45/MOM0/ADX50/,0.1667,6,1
MOM0/ADX35/,0.4643,28,13
MOM0/ADX40/,0.4615,39,18
MOM0/ADX45/,0.4762,42,20
MOM0/ADX50/,0.5,46,23
RSI45/ADX35/,0.2143,14,3
RSI45/ADX40/,0.2941,17,5
RSI45/ADX45/,0.2941,17,5
RSI45/ADX50/,0.2941,17,5
RSI45/MOM0/MACD0/BOP0.05/,0.2,5,1
MOM0/MACD0/BOP0.05/,0.3913,23,9
RSI45/MACD0/BOP0.05/,0.1111,9,1
MACD0/BOP0.05/,0.2927,41,12
RSI45/MOM0/BOP0.05/,0.2,5,1
MOM0/BOP0.05/,0.4878,41,20
RSI45/BOP0.05/,0.1111,9,1
BOP0.05/,0.3529,85,30
RSI45/MOM0/MACD0/,0.1667,6,1
MOM0/MACD0/,0.36,25,9
RSI45/MACD0/,0.25,12,3
MACD0/,0.3529,51,18
RSI45/MOM0/,0.1667,6,1
MOM0/,0.48,50,24
RSI45/,0.381,21,8
BBANDS0.07/ADX35/,0.413,46,19
BBANDS0.07/ADX40/,0.3818,55,21
BBANDS0.07/ADX45/,0.3833,60,23
BBANDS0.07/ADX50/,0.403,67,27
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX20/,0.3333,3,1
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX25/,0.5,4,2
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX30/,0.5,4,2
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX35/,0.5,4,2
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX40/,0.4,5,2
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX45/,0.4,5,2
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX50/,0.4,5,2
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.06/,0.4,5,2
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.05/,0.4,5,2
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.04/,0.5,4,2
RSI50/MOM0/MACD0/BOP0.03/,0.4444,9,4
RSI50/MOM0/MACD0/BOP0.01/,0.4444,9,4
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX20/,0.2,5,1
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX25/,0.3333,6,2
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX30/,0.3333,6,2
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX35/,0.3333,6,2
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX40/,0.2857,7,2
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX45/,0.2857,7,2
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX50/,0.2857,7,2
MOM0/MACD0/BOP0.05/BBANDS0.06/,0.2857,7,2
MOM0/MACD0/BOP0.05/BBANDS0.05/,0.2857,7,2
MOM0/MACD0/BOP0.05/BBANDS0.04/,0.4,5,2
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX20/,0.25,4,1
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX25/,0.4,5,2
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX30/,0.4,5,2
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX35/,0.4,5,2
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX40/,0.3333,6,2
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX45/,0.2857,7,2
RSI50/MACD0/BOP0.05/BBANDS0.07/ADX50/,0.2857,7,2
RSI50/MACD0/BOP0.05/BBANDS0.06/,0.2857,7,2
RSI50/MACD0/BOP0.05/BBANDS0.05/,0.2857,7,2
RSI50/MACD0/BOP0.05/BBANDS0.04/,0.4,5,2
RSI50/MACD0/BOP0.03/,0.3077,13,4
RSI50/MACD0/BOP0.01/,0.3077,13,4
MACD0/BOP0.05/BBANDS0.07/ADX20/,0.1429,7,1
MACD0/BOP0.05/BBANDS0.07/ADX25/,0.2727,11,3
MACD0/BOP0.05/BBANDS0.07/ADX30/,0.3077,13,4
MACD0/BOP0.05/BBANDS0.07/ADX35/,0.2667,15,4
MACD0/BOP0.05/BBANDS0.07/ADX40/,0.2941,17,5
MACD0/BOP0.05/BBANDS0.07/ADX45/,0.2778,18,5
MACD0/BOP0.05/BBANDS0.07/ADX50/,0.2778,18,5
MACD0/BOP0.05/BBANDS0.06/,0.2,15,3
MACD0/BOP0.05/BBANDS0.05/,0.1667,12,2
MACD0/BOP0.05/BBANDS0.04/,0.25,8,2
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX20/,0.3333,3,1
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX25/,0.5,4,2
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX30/,0.5,4,2
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX35/,0.5,4,2
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX40/,0.4,5,2
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX45/,0.4,5,2
RSI50/MOM0/BOP0.05/BBANDS0.07/ADX50/,0.4,5,2
RSI50/MOM0/BOP0.05/BBANDS0.06/,0.4,5,2
RSI50/MOM0/BOP0.05/BBANDS0.05/,0.4,5,2
RSI50/MOM0/BOP0.05/BBANDS0.04/,0.5,4,2
RSI50/MOM0/BOP0.03/,0.5,10,5
RSI50/MOM0/BOP0.01/,0.5,10,5
MOM0/BOP0.05/BBANDS0.07/ADX20/,0.2,5,1
MOM0/BOP0.05/BBANDS0.07/ADX25/,0.4286,7,3
MOM0/BOP0.05/BBANDS0.07/ADX30/,0.5,8,4
MOM0/BOP0.05/BBANDS0.07/ADX35/,0.4444,9,4
MOM0/BOP0.05/BBANDS0.07/ADX40/,0.3333,12,4
MOM0/BOP0.05/BBANDS0.07/ADX45/,0.3846,13,5
MOM0/BOP0.05/BBANDS0.07/ADX50/,0.4375,16,7
MOM0/BOP0.05/BBANDS0.06/,0.4667,15,7
MOM0/BOP0.05/BBANDS0.05/,0.4286,14,6
MOM0/BOP0.05/BBANDS0.04/,0.5,10,5
RSI50/BOP0.05/BBANDS0.07/ADX20/,0.25,4,1
RSI50/BOP0.05/BBANDS0.07/ADX25/,0.4,5,2
RSI50/BOP0.05/BBANDS0.07/ADX30/,0.5,6,3
RSI50/BOP0.05/BBANDS0.07/ADX35/,0.5,6,3
RSI50/BOP0.05/BBANDS0.07/ADX40/,0.4286,7,3
RSI50/BOP0.05/BBANDS0.07/ADX45/,0.375,8,3
RSI50/BOP0.05/BBANDS0.07/ADX50/,0.375,8,3
RSI50/BOP0.05/BBANDS0.06/,0.375,8,3
RSI50/BOP0.05/BBANDS0.05/,0.375,8,3
RSI50/BOP0.05/BBANDS0.04/,0.4,5,2
RSI50/BOP0.03/,0.4,15,6
RSI50/BOP0.01/,0.4,15,6
BOP0.05/BBANDS0.07/ADX20/,0.2,10,2
BOP0.05/BBANDS0.07/ADX25/,0.3333,15,5
BOP0.05/BBANDS0.07/ADX30/,0.4211,19,8
BOP0.05/BBANDS0.07/ADX35/,0.3913,23,9
BOP0.05/BBANDS0.07/ADX40/,0.3571,28,10
BOP0.05/BBANDS0.07/ADX45/,0.3438,32,11
BOP0.05/BBANDS0.07/ADX50/,0.3611,36,13
BOP0.05/BBANDS0.06/,0.3438,32,11
BOP0.05/BBANDS0.05/,0.3333,24,8
BOP0.05/BBANDS0.04/,0.3333,15,5
RSI50/MOM0/MACD0/BBANDS0.07/ADX20/,0.3333,3,1
RSI50/MOM0/MACD0/BBANDS0.07/ADX25/,0.5,4,2
RSI50/MOM0/MACD0/BBANDS0.07/ADX30/,0.5,4,2
RSI50/MOM0/MACD0/BBANDS0.07/ADX35/,0.5,4,2
RSI50/MOM0/MACD0/BBANDS0.07/ADX40/,0.4,5,2
RSI50/MOM0/MACD0/BBANDS0.07/ADX45/,0.4,5,2
RSI50/MOM0/MACD0/BBANDS0.07/ADX50/,0.4,5,2
RSI50/MOM0/MACD0/BBANDS0.06/,0.4,5,2
RSI50/MOM0/MACD0/BBANDS0.05/,0.4,5,2
RSI50/MOM0/MACD0/BBANDS0.04/,0.5,4,2
MOM0/MACD0/BBANDS0.07/ADX20/,0.2,5,1
MOM0/MACD0/BBANDS0.07/ADX25/,0.3333,6,2
MOM0/MACD0/BBANDS0.07/ADX30/,0.3333,6,2
MOM0/MACD0/BBANDS0.07/ADX35/,0.3333,6,2
MOM0/MACD0/BBANDS0.07/ADX40/,0.2857,7,2
MOM0/MACD0/BBANDS0.07/ADX45/,0.2857,7,2
MOM0/MACD0/BBANDS0.07/ADX50/,0.2857,7,2
MOM0/MACD0/BBANDS0.06/,0.2857,7,2
MOM0/MACD0/BBANDS0.05/,0.2857,7,2
MOM0/MACD0/BBANDS0.04/,0.4,5,2
RSI50/MACD0/BBANDS0.07/ADX20/,0.25,4,1
RSI50/MACD0/BBANDS0.07/ADX25/,0.5,6,3
RSI50/MACD0/BBANDS0.07/ADX30/,0.5,6,3
RSI50/MACD0/BBANDS0.07/ADX35/,0.5,6,3
RSI50/MACD0/BBANDS0.07/ADX40/,0.4286,7,3
RSI50/MACD0/BBANDS0.07/ADX45/,0.375,8,3
RSI50/MACD0/BBANDS0.07/ADX50/,0.375,8,3
RSI50/MACD0/BBANDS0.06/,0.375,8,3
RSI50/MACD0/BBANDS0.05/,0.2857,7,2
RSI50/MACD0/BBANDS0.04/,0.4,5,2
MACD0/BBANDS0.07/ADX20/,0.125,8,1
MACD0/BBANDS0.07/ADX25/,0.3077,13,4
MACD0/BBANDS0.07/ADX30/,0.3125,16,5
MACD0/BBANDS0.07/ADX35/,0.3158,19,6
MACD0/BBANDS0.07/ADX40/,0.3333,21,7
MACD0/BBANDS0.07/ADX45/,0.3182,22,7
MACD0/BBANDS0.07/ADX50/,0.3182,22,7
MACD0/BBANDS0.06/,0.2941,17,5
MACD0/BBANDS0.05/,0.2308,13,3
MACD0/BBANDS0.04/,0.25,8,2
RSI50/MOM0/BBANDS0.07/ADX20/,0.3333,3,1
RSI50/MOM0/BBANDS0.07/ADX25/,0.5,4,2
RSI50/MOM0/BBANDS0.07/ADX30/,0.5,4,2
RSI50/MOM0/BBANDS0.07/ADX35/,0.5,4,2
RSI50/MOM0/BBANDS0.07/ADX40/,0.4,5,2
RSI50/MOM0/BBANDS0.07/ADX45/,0.4,5,2
RSI50/MOM0/BBANDS0.07/ADX50/,0.4,5,2
RSI50/MOM0/BBANDS0.06/,0.4,5,2
RSI50/MOM0/BBANDS0.05/,0.4,5,2
RSI50/MOM0/BBANDS0.04/,0.5,4,2
MOM0/BBANDS0.07/ADX20/,0.2,5,1
MOM0/BBANDS0.07/ADX25/,0.375,8,3
MOM0/BBANDS0.07/ADX30/,0.5455,11,6
MOM0/BBANDS0.07/ADX35/,0.5,12,6
MOM0/BBANDS0.07/ADX40/,0.3529,17,6
MOM0/BBANDS0.07/ADX45/,0.3889,18,7
MOM0/BBANDS0.07/ADX50/,0.4286,21,9
MOM0/BBANDS0.06/,0.45,20,9
MOM0/BBANDS0.05/,0.4118,17,7
MOM0/BBANDS0.04/,0.5,12,6
RSI50/BBANDS0.07/ADX20/,0.25,4,1
RSI50/BBANDS0.07/ADX25/,0.5,6,3
RSI50/BBANDS0.07/ADX30/,0.5714,7,4
RSI50/BBANDS0.07/ADX35/,0.5714,7,4
RSI50/BBANDS0.07/ADX40/,0.5,8,4
RSI50/BBANDS0.07/ADX45/,0.4444,9,4
RSI50/BBANDS0.07/ADX50/,0.4444,9,4
RSI50/BBANDS0.06/,0.4444,9,4
RSI50/BBANDS0.05/,0.375,8,3
RSI50/BBANDS0.04/,0.4,5,2
BBANDS0.07/ADX20/,0.2,15,3
BBANDS0.07/ADX25/,0.3333,27,9
BBANDS0.07/ADX30/,0.3947,38,15
BBANDS0.04/,0.3636,22,8
RSI50/MOM0/MACD0/BOP0.05/ADX20/,0.5,4,2
RSI50/MOM0/MACD0/BOP0.05/ADX25/,0.6667,6,4
RSI50/MOM0/MACD0/BOP0.05/ADX30/,0.6667,6,4
RSI50/MOM0/MACD0/BOP0.05/ADX35/,0.6667,6,4
RSI50/MOM0/MACD0/BOP0.05/ADX40/,0.5,8,4
RSI50/MOM0/MACD0/BOP0.05/ADX45/,0.5,8,4
RSI50/MOM0/MACD0/BOP0.05/ADX50/,0.5,8,4
MOM0/MACD0/BOP0.05/ADX20/,0.2857,7,2
MOM0/MACD0/BOP0.05/ADX25/,0.3636,11,4
MOM0/MACD0/BOP0.05/ADX30/,0.3846,13,5
RSI50/MACD0/BOP0.05/ADX20/,0.4,5,2
RSI50/MACD0/BOP0.05/ADX25/,0.5,8,4
RSI50/MACD0/BOP0.05/ADX30/,0.5,8,4
RSI50/MACD0/BOP0.05/ADX35/,0.5,8,4
RSI50/MACD0/BOP0.05/ADX40/,0.3636,11,4
RSI50/MACD0/BOP0.05/ADX45/,0.3333,12,4
RSI50/MACD0/BOP0.05/ADX50/,0.3333,12,4
MACD0/BOP0.05/ADX20/,0.2,10,2
MACD0/BOP0.05/ADX25/,0.2778,18,5
MACD0/BOP0.05/ADX30/,0.2917,24,7
RSI50/MOM0/BOP0.05/ADX20/,0.5,4,2
RSI50/MOM0/BOP0.05/ADX25/,0.6667,6,4
RSI50/MOM0/BOP0.05/ADX30/,0.7143,7,5
RSI50/MOM0/BOP0.05/ADX35/,0.7143,7,5
RSI50/MOM0/BOP0.05/ADX40/,0.5556,9,5
RSI50/MOM0/BOP0.05/ADX45/,0.5556,9,5
RSI50/MOM0/BOP0.05/ADX50/,0.5556,9,5
MOM0/BOP0.05/ADX20/,0.2857,7,2
MOM0/BOP0.05/ADX25/,0.4167,12,5
MOM0/BOP0.05/ADX30/,0.4706,17,8
RSI50/BOP0.05/ADX20/,0.4,5,2
RSI50/BOP0.05/ADX25/,0.5,8,4
RSI50/BOP0.05/ADX30/,0.6,10,6
RSI50/BOP0.05/ADX35/,0.6,10,6
RSI50/BOP0.05/ADX40/,0.4615,13,6
RSI50/BOP0.05/ADX45/,0.4286,14,6
RSI50/BOP0.05/ADX50/,0.4286,14,6
BOP0.05/ADX20/,0.25,16,4
BOP0.05/ADX25/,0.3333,27,9
BOP0.05/ADX30/,0.3684,38,14
RSI50/MOM0/MACD0/ADX20/,0.5,4,2
RSI50/MOM0/MACD0/ADX25/,0.5714,7,4
RSI50/MOM0/MACD0/ADX30/,0.5714,7,4
RSI50/MOM0/MACD0/ADX35/,0.5714,7,4
RSI50/MOM0/MACD0/ADX40/,0.4444,9,4
RSI50/MOM0/MACD0/ADX45/,0.4444,9,4
RSI50/MOM0/MACD0/ADX50/,0.4444,9,4
MOM0/MACD0/ADX20/,0.2857,7,2
MOM0/MACD0/ADX25/,0.3077,13,4
MOM0/MACD0/ADX30/,0.3333,15,5
RSI50/MACD0/ADX20/,0.4,5,2
RSI50/MACD0/ADX25/,0.5455,11,6
RSI50/MACD0/ADX30/,0.5455,11,6
RSI50/MACD0/ADX35/,0.5455,11,6
RSI50/MACD0/ADX40/,0.4286,14,6
RSI50/MACD0/ADX45/,0.4,15,6
RSI50/MACD0/ADX50/,0.4,15,6
MACD0/ADX20/,0.25,12,3
MACD0/ADX25/,0.36,25,9
MACD0/ADX30/,0.3438,32,11
RSI50/MOM0/ADX20/,0.5,4,2
RSI50/MOM0/ADX25/,0.5714,7,4
RSI50/MOM0/ADX30/,0.625,8,5
RSI50/MOM0/ADX35/,0.625,8,5
RSI50/MOM0/ADX40/,0.5,10,5
RSI50/MOM0/ADX45/,0.5,10,5
RSI50/MOM0/ADX50/,0.5,10,5
MOM0/ADX20/,0.2857,7,2
MOM0/ADX25/,0.3333,15,5
MOM0/ADX30/,0.5,24,12
RSI50/ADX20/,0.5,6,3
RSI50/ADX25/,0.5,14,7
RSI50/ADX30/,0.5294,17,9
RSI50/MOM0/MACD0/BOP0.05/BBANDS0.07/,0.4,5,2
MOM0/MACD0/BOP0.05/BBANDS0.07/,0.2857,7,2
RSI50/MACD0/BOP0.05/BBANDS0.07/,0.2857,7,2
MACD0/BOP0.05/BBANDS0.07/,0.2778,18,5
RSI50/MOM0/BOP0.05/BBANDS0.07/,0.4,5,2
MOM0/BOP0.05/BBANDS0.07/,0.4706,17,8
RSI50/BOP0.05/BBANDS0.07/,0.375,8,3
BOP0.05/BBANDS0.07/,0.3902,41,16
RSI50/MOM0/MACD0/BBANDS0.07/,0.4,5,2
MOM0/MACD0/BBANDS0.07/,0.2857,7,2
RSI50/MACD0/BBANDS0.07/,0.375,8,3
MACD0/BBANDS0.07/,0.3478,23,8
RSI50/MOM0/BBANDS0.07/,0.4,5,2
MOM0/BBANDS0.07/,0.4545,22,10
RSI50/BBANDS0.07/,0.4444,9,4
RSI50/MOM0/MACD0/BOP0.05/,0.4444,9,4
RSI50/MACD0/BOP0.05/,0.3077,13,4
RSI50/MOM0/BOP0.05/,0.5,10,5
RSI50/BOP0.05/,0.4,15,6
RSI50/MOM0/MACD0/,0.4,10,4
RSI50/MACD0/,0.375,16,6
RSI50/MOM0/,0.4545,11,5
RSI60/MOM0/MACD0/BOP0.03/ADX30/,1,1,1
RSI60/MOM0/MACD0/BOP0.03/ADX35/,1,1,1
RSI60/MOM0/MACD0/BOP0.03/ADX40/,1,1,1
RSI60/MOM0/MACD0/BOP0.03/ADX45/,1,1,1
RSI60/MOM0/MACD0/BOP0.03/ADX50/,1,1,1
RSI60/MOM0/MACD0/BOP0.01/,1,1,1
RSI60/MOM0/MACD0/BOP-0.01/,1,1,1
RSI60/MOM0/MACD0/BOP-0.03/,1,1,1
RSI60/MOM0/MACD0/BOP-0.05/,1,1,1
MOM0/MACD0/BOP0.03/ADX30/,0.4286,7,3
RSI60/MACD0/BOP0.03/ADX30/,0.3333,3,1
RSI60/MACD0/BOP0.03/ADX35/,0.3333,3,1
RSI60/MACD0/BOP0.03/ADX40/,0.25,4,1
RSI60/MACD0/BOP0.03/ADX45/,0.25,4,1
RSI60/MACD0/BOP0.03/ADX50/,0.25,4,1
RSI60/MACD0/BOP0.01/,0.2727,11,3
RSI60/MACD0/BOP-0.01/,0.2727,11,3
RSI60/MACD0/BOP-0.03/,0.3,10,3
RSI60/MACD0/BOP-0.05/,0.3333,9,3
MACD0/BOP0.03/ADX30/,0.2727,11,3
RSI60/MOM0/BOP0.03/ADX30/,0.5,2,1
RSI60/MOM0/BOP0.03/ADX35/,0.5,2,1
RSI60/MOM0/BOP0.03/ADX40/,0.5,2,1
RSI60/MOM0/BOP0.03/ADX45/,0.3333,3,1
RSI60/MOM0/BOP0.03/ADX50/,0.5,4,2
RSI60/MOM0/BOP0.01/,0.5,8,4
RSI60/MOM0/BOP-0.01/,0.5,8,4
RSI60/MOM0/BOP-0.03/,0.5,8,4
RSI60/MOM0/BOP-0.05/,0.5,8,4
MOM0/BOP0.03/ADX30/,0.4444,9,4
RSI60/BOP0.03/ADX30/,0.125,8,1
RSI60/BOP0.03/ADX35/,0.1111,9,1
RSI60/BOP0.03/ADX40/,0.1,10,1
RSI60/BOP0.03/ADX45/,0.0909,11,1
RSI60/BOP0.03/ADX50/,0.1538,13,2
RSI60/BOP0.01/,0.3214,28,9
RSI60/BOP-0.01/,0.3214,28,9
RSI60/BOP-0.03/,0.3333,27,9
RSI60/BOP-0.05/,0.36,25,9
BOP0.03/ADX30/,0.3158,19,6
